ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
7290013145680.0,א.ל יצור תבלינים - תבליני מימון,מימונס,קמח שמרים לפיצה ופוקאצ'ה,ברקודים חדשים,,Groceries
7290013145710.0,א.ל יצור תבלינים - תבליני מימון,מימונס,דובדבנים מסוכרים,ברקודים חדשים,,Groceries
7290013145727.0,א.ל יצור תבלינים - תבליני מימון,מימונס,קליפות הדרים מסוכרים,ברקודים חדשים,,Groceries
7290013145734.0,א.ל יצור תבלינים - תבליני מימון,מימונס,בצק סוכר לבן משובח,ברקודים חדשים,,Groceries
7290013145826.0,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג בטעם וניל לבן במיוחד 80 גרם-,ברקודים חדשים,,Groceries
7290013145833.0,א.ל יצור תבלינים - תבליני מימון,מימונס,פודינג שוקולד בלגי 95 גרם,ברקודים חדשים,,Groceries
7290013145864.0,א.ל יצור תבלינים - תבליני מימון,מימונס,"ג'לטין טהור אבקה בד""צ-28גרם",ברקודים חדשים,,Groceries
7290013145871.0,א.ל יצור תבלינים - תבליני מימון,מימונס,שמרים יבשים סטיק 11 גרם 5 יח',ברקודים חדשים,,Groceries
7290013145901.0,א.ל יצור תבלינים - תבליני מימון,מימונס,סודה לשתיה,ברקודים חדשים,,Beverages
7290013145918.0,א.ל יצור תבלינים - תבליני מימון,מימונס,אבקת סוכר,ברקודים חדשים,,Groceries
7290013145949.0,א.ל יצור תבלינים - תבליני מימון,מימונס,אבקת סוכר פטנט 250גרם,ברקודים חדשים,,Groceries
7290013145970.0,א.ל יצור תבלינים - תבליני מימון,מוצרי מימונס,קורנפלור בשקית 200 גרם,ברקודים חדשים,,Groceries
7290013146120.0,א.ל יצור תבלינים - תבליני מימון,מימונס,תערובת לכדורי שוקולד 1 קג,ברקודים חדשים,,Groceries
7290013146281.0,א.ל יצור תבלינים - תבליני מימון,מימונס,"כשל""פ- תערובת לעוגה בטעם שוקולד 560גרם",ברקודים חדשים,,Bakery
7290013146304.0,א.ל יצור תבלינים - תבליני מימון,מימונס,קורנפלור 500 גרם,ברקודים חדשים,,Groceries
7290013146854.0,א.ל יצור תבלינים - תבליני מימון,מימונס,קוקוס לבן טחון 400גרם,ברקודים חדשים,,Groceries
7290013170934.0,אסם,אסם,ויטמינצ'יק מהד.קיץ אבטיח מלן12*1ליטר-חדש,ברקודים חדשים,,Groceries
7290013189097.0,המברשת רוחמה,המברשת רוחמה,מטאטא שחור אדום גוף פלסטיק,ברקודים חדשים,,Groceries
7290013189103.0,המברשת רוחמה,המברשת רוחמה,מטאטא מירלה גוף פלסטיק,ברקודים חדשים,,Groceries
7290013189103.0,המברשת רוחמה,המברשת רוחמה,מטאטא מירלה גוף פלסטיק,ברקודים חדשים,,Groceries
7290013189110.0,המברשת רוחמה,המברשת רוחמה,מטאטא 232 גוף עץ בוק,ברקודים חדשים,,Groceries
7290013189127.0,המברשת רוחמה,המברשת רוחמה,מטאטא 028/7 גוף עץ בוק,ברקודים חדשים,,Groceries
7290013189134.0,המברשת רוחמה,המברשת רוחמה,מטאטא שיער סוס 28/7 גוף עץ,ברקודים חדשים,,Groceries
7290013189172.0,המברשת רוחמה,המברשת רוחמה,סט שירותים מעוצב,ברקודים חדשים,,Groceries
7290013189189.0,המברשת רוחמה,המברשת רוחמה,מטאטא קרצוף שרובר צהוב,ברקודים חדשים,,Groceries
7290013189219.0,המברשת רוחמה,המברשת רוחמה,מטאטא טופ גוף עץ,ברקודים חדשים,,Groceries
7290013189226.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש פלסטיק 40 ס""מ",ברקודים חדשים,,Groceries
7290013189233.0,המברשת רוחמה,המברשת רוחמה,"מטאטא אולמות פלסטיק 40 ס""מ ",ברקודים חדשים,,Groceries
7290013189271.0,המברשת רוחמה,המברשת רוחמה,יעה נצמד ללא גומי - המברשת      ,ברקודים חדשים,,Groceries
7290013189288.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 40 ס""מ",ברקודים חדשים,,Groceries
7290013189288.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 40 ס""מ",ברקודים חדשים,,Groceries
7290013189295.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק דיסקברי 40 ס""מ",ברקודים חדשים,,Groceries
7290013189301.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 50 ס""מ",ברקודים חדשים,,Groceries
7290013189301.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 50 ס""מ",ברקודים חדשים,,Groceries
7290013189318.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק קסם 60 ס""מ",ברקודים חדשים,,Groceries
7290013189677.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש עץ 30 ס""מ",ברקודים חדשים,,Groceries
7290013189738.0,המברשת רוחמה,המברשת רוחמה,מגירון אפור 3 קומות המברשת,ברקודים חדשים,,Groceries
7290013189745.0,המברשת רוחמה,המברשת רוחמה,מגירון אפור 4 קומות המברשת,ברקודים חדשים,,Groceries
7290013189752.0,המברשת רוחמה,המברשת רוחמה,מגירון אפור 5 קומות המברשת,ברקודים חדשים,,Groceries
7290013250018.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,תחליב ניקוי קלנדולה לניקוי והסרת איפור,ברקודים חדשים,מסמן,Groceries
7290013250025.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,מי פנים הממליס וורדים לחיזוק ומתיחת העור,ברקודים חדשים,,Groceries
7290013250032.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,סבון פנים לבנדר לאיזון והרגעת העור,ברקודים חדשים,מסמן,Bathroom
7290013250049.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לחות גרניום לאיזון עור הפנים,ברקודים חדשים,,Groceries
7290013250056.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לחות קמומיל ולבונה לאיזון והרגעת העור,ברקודים חדשים,,Groceries
7290013250063.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לחות זרעי רימונים למיצוק ומתיחת העור,ברקודים חדשים,מסמן,Groceries
7290013250070.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לחות ורדים להזנה וריכוך,ברקודים חדשים,,Groceries
7290013250087.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לילה משקם קומפרי,ברקודים חדשים,,Groceries
7290013250094.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם לחות קלנדולה וקמומיל לאחר גילוח- לגבר,ברקודים חדשים,,Groceries
7290013250100.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,מסכת חימר ואצות לניקוי עמוק ופילינג,ברקודים חדשים,,Groceries
7290013250117.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,מסכת אובליפיכה להזנה מוגברת- ללא שטיפה,ברקודים חדשים,,Groceries
7290013250124.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם עיניים נר הלילה לשיקום וחידוש,ברקודים חדשים,,Groceries
7290013250131.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,תרחיף אכניצאה מרוכז לטיפול נקודתי,ברקודים חדשים,מסמן,Groceries
7290013250148.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,אקנקיט - הערכה המושלמת לעור שמן/בעייתי/אקנה,ברקודים חדשים,מסמן,Pantry
7290013250193.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,קרם הגנה אולטימטיבי SPF50,ברקודים חדשים,,Groceries
7290013250209.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,בושם טבעי FOREST,ברקודים חדשים,מסמן,Groceries
7290013250216.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,בושם טבעי BLOOM,ברקודים חדשים,מסמן,Groceries
7290013250223.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,סרום נרולי למיצוק והזנה,ברקודים חדשים,מסמן,Groceries
7290013250230.0,הילה קוסמטיקה הרבליסטית,הילה קוסמטיקה הרבליסטית,סרום לימון לשיקום והבהרה,ברקודים חדשים,מסמן,Groceries
7290013267085.0,יוניליוור,שטראוס,"שטראוס מאגדת לייט מיני שוקולד 420 מ""ל",ברקודים חדשים,,Groceries
7290013267283.0,יוניליוור,מגנום,"מגנום מיני שוקולד לבן מגזר 70 מ""ל",ברקודים חדשים,,Vegetables
7290013267313.0,יוניליוור,אסקימו,"אסקימו קרחון לימונענע 82 מ""ל",ברקודים חדשים,,Groceries
7290013267313.0,יוניליוור,אסקימו,"אסקימו קרחון לימונענע 82 מ""ל",ברקודים חדשים,,Groceries
7290013267399.0,יוניליוור,סולרו,"סולרו מאגדת מיני פרווה יצוא 420 מ""ל",ברקודים חדשים,,Groceries
7290013267610.0,יוניליוור,שטראוס,שטראוס סורבה מנגו 5.5 ל',ברקודים חדשים,,Groceries
7290013267610.0,יוניליוור,שטראוס,שטראוס סורבה מנגו 5.5 ל',ברקודים חדשים,,Groceries
7290013267665.0,יוניליוור,סולרו,"מאגדות סולרו 350 מ""ל",ברקודים חדשים,,Groceries
7290013267665.0,יוניליוור,סולרו,"מאגדות סולרו 350 מ""ל",ברקודים חדשים,,Groceries
7290013267726.0,יוניליוור,מגנום,"מגנום דואט שוקולד עם נוגט 134 מ""ל",ברקודים חדשים,,Groceries
7290013267726.0,יוניליוור,מגנום,"מגנום דואט שוקולד עם נוגט 134 מ""ל",ברקודים חדשים,,Groceries
7290013267764.0,יוניליוור,שטראוס,שטראוס מיקס וניל פרווה 5 ל',ברקודים חדשים,,Groceries
7290013267764.0,יוניליוור,שטראוס,שטראוס מיקס וניל פרווה 5 ל',ברקודים חדשים,,Groceries
7290013268891.0,סנו,סנו,סנו אוקסיג'ן ג'ל להסרת כתמים 3 ליטר,ברקודים חדשים,,Beverages
7290013268907.0,סנו,סנו,סנו מקסימה ג'ל כביסה 3 ליטר,ברקודים חדשים,,Groceries
7290013283177.0,קומפלקס כימיקליים,קומפלקס כימיקליים,סבון נוזלי 1 ליטר משאבה,ברקודים חדשים,,Bathroom
7290013361004.0,פרי גליל,פרי הגליל-1,טונה 160במים פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Beverages
7290013361004.0,פרי גליל,פרי הגליל-1,טונה 160במים פג,ברקודים חדשים,מסמן על רב המוצרים,Beverages
7290013361011.0,פרי גליל,פרי הגליל-1,טונה 160בשמן פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361011.0,פרי גליל,פרי הגליל-1,טונה 160בשמן פג,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361028.0,פרי גליל,פרי הגליל-1,טונה 160בשמן קנולה פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361028.0,פרי גליל,פרי הגליל-1,טונה 160בשמן קנולה פג,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361035.0,פרי גליל,פרי הגליל-1,טונה 160בשמן זית פג,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361103.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4במים פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Beverages
7290013361103.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4במים פג,ברקודים חדשים,מסמן על רב המוצרים,Beverages
7290013361110.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4בשמן פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361110.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4בשמן פג,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361172.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4בשמן קנולה פג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361172.0,פרי גליל,פרי הגליל-1,מארז טונה 160X4בשמן קנולה פג,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013361455.0,פרי גליל,20-GREEN @ FRESH,תירס א-GREEN & FRESH 2,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013361813.0,פרי גליל,פרי הגליל-1,פטריות שלמות 450פג,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013361820.0,פרי גליל,פרי הגליל-1,פטריות חתוכות 450פג,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013361981.0,פרי גליל,פרי הגליל-1,צ'יפס קטרינג 2פג,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013361998.0,פרי גליל,פרי הגליל-1,סטייק צ'יפס 2קג פג,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013412010.0,DPL,מפיץ נאופרם,איי פרש מסיר איפור 25 יח' חדש,ברקודים חדשים,,Groceries
7290013412409.0,DPL,מפיץ נאופרם,נועם סופגנית FREE - 15,ברקודים חדשים,,Groceries
7290013412423.0,DPL,מפיץ נאופרם,בייביסיטר טייני מידה 1  42 יח,ברקודים חדשים,,Groceries
7290013412430.0,DPL,מפיץ נאופרם,בייביסיטר טייני מידה 2 50 יח,ברקודים חדשים,,Groceries
7290013412966.0,DPL,מפיץ נאופרם,מגבון תולי רביעייה 72,ברקודים חדשים,,Groceries
7290013430083.0,אביר הבר,בירה אלכנסדר,אלכסנדר בלונד,ברקודים חדשים,מסמן בפועל,Groceries
7290013430090.0,אביר הבר,בירה אלכנסדר,אלכסנדר אמברה,ברקודים חדשים,מסמן בפועל,Groceries
7290013430205.0,אביר הבר,בירה אלכנסדר,אלכסנדר בלאק,ברקודים חדשים,מסמן בפועל,Groceries
7290013430250.0,אביר הבר,בירה אלכנסדר,אלכסנדר חיטה ישראלית,ברקודים חדשים,מסמן בפועל,Groceries
7290013430304.0,אביר הבר,בירה אלכנסדר,אלכסנדר גרין,ברקודים חדשים,מסמן בפועל,Groceries
7290013430403.0,אביר הבר,בירה אלכנסדר,אלכסנדר בלייזר,ברקודים חדשים,מסמן בפועל,Groceries
7290013440785.0,אסם,אסם,נסטל.מאח.קרח.לייט למן.מנגו בדצ 6 8*70גרם,ברקודים חדשים,,Groceries
7290013453006.0,דני וגלית,דני וגלית,300גרנולה חמוצ.קשיו ללתס,ברקודים חדשים,,Groceries
7290013453013.0,דני וגלית,דני וגלית,230עוגיות כוסמין וגרנולה,ברקודים חדשים,,Bakery
7290013453020.0,דני וגלית,דני וגלית,"300גרנולה תמר חלבה ללת""ס",ברקודים חדשים,,Dairy
7290013453051.0,דני וגלית,דני וגלית,300גרנולה וניל אגוז ללתס,ברקודים חדשים,,Groceries
7290013453068.0,דני וגלית,דני וגלית,עוגיות כוסמין פירות יער,ברקודים חדשים,,Bakery
7290013453075.0,דני וגלית,דני וגלית,שיבולת שועל טחינה מלאה,ברקודים חדשים,,Pantry
7290013453082.0,דני וגלית,דני וגלית,230עוג.כוסמין ושוקוצ'יפס,ברקודים חדשים,,Groceries
7290013453105.0,דני וגלית,דני וגלית,עוגיות מרוקאיות קמח מלא,ברקודים חדשים,,Bakery
7290013453112.0,דני וגלית,דני וגלית,ריבועי כוסמין 250 גרם,ברקודים חדשים,,Groceries
7290013453136.0,דני וגלית,דני וגלית,230 עוגיות כוסמין תפוחים,ברקודים חדשים,,Bakery
7290013453143.0,דני וגלית,דני וגלית,עוגיות טחינה ואגוזי לוז,ברקודים חדשים,,Pantry
7290013453150.0,דני וגלית,דני וגלית,עוג.קוקוס ואגוזי לוז230ג,ברקודים חדשים,,Groceries
7290013453174.0,דני וגלית,דני וגלית,קרקר משמש ואגוזי לוז170ג,ברקודים חדשים,,Groceries
7290013453181.0,דני וגלית,דני וגלית,170 קרקר שקדים ורוזמרין,ברקודים חדשים,,Groceries
7290013453235.0,דני וגלית,דני וגלית,עוגיות טחינה וכוסמין230ג,ברקודים חדשים,,Pantry
7290013453242.0,דני וגלית,דני וגלית,עוגיות אניס מרוקאיות230ג,ברקודים חדשים,,Bakery
7290013453259.0,דני וגלית,דני וגלית,230ח.חמאת קוקוס שוקוציפס,ברקודים חדשים,,Groceries
7290013453266.0,דני וגלית,דני וגלית,מקלוני כוסמין וקצח 200 ג,ברקודים חדשים,,Groceries
7290013453280.0,דני וגלית,דני וגלית,מקלוני כוסמין וזעתר200גר,ברקודים חדשים,,Groceries
7290013453297.0,דני וגלית,דני וגלית,מקלוני כוסמין ובצל200גרם,ברקודים חדשים,,Vegetables
7290013453587.0,דני וגלית,דני וגלית,עוגיות גרנולה ושוקוצ'יפס,ברקודים חדשים,,Bakery
7290013453594.0,דני וגלית,דני וגלית,230עוג.גרנולה חמוצ.וקשיו,ברקודים חדשים,,Groceries
7290013453600.0,דני וגלית,דני וגלית,170ביסקוטי שוקולד ופירות,ברקודים חדשים,,Groceries
7290013453617.0,דני וגלית,דני וגלית,עוגיות ביסקוטי שקדים וקוקוס לנמנעים מגלוטן 200 גר',ברקודים חדשים,,Bakery
7290013453624.0,דני וגלית,דני וגלית,עוגיות שוקולדצ'יפס לנמנעים מגלוטן 230 גר',ברקודים חדשים,,Bakery
7290013453631.0,דני וגלית,דני וגלית,עוגיות חמאת בוטנים ושוקולדלנמנעים מגלוטן 230 גר',ברקודים חדשים,,Bakery
7290013453648.0,דני וגלית,דני וגלית,עוגיות פירות יער לנמנעים מגלוטן 230 גר',ברקודים חדשים,,Bakery
7290013453709.0,רפאלוס,רפאלוס,קמח חיטה מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453716.0,רפאלוס,רפאלוס,קמח חיטה 70% מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453723.0,רפאלוס,רפאלוס,קמח שיפון מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453730.0,רפאלוס,רפאלוס,קמח כוסמין מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453761.0,רפאלוס,רפאלוס,קמח כוסמת מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453785.0,רפאלוס,רפאלוס,קמח כוסמין 70% מלא אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453891.0,רפאלוס,רפאלוס,קמח חומוס אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453921.0,רפאלוס,רפאלוס,קמח עדשים אדומות אורגני,ברקודים חדשים,מסמן בפועל,Groceries
7290013453990.0,רפאלוס,רפאלוס,קמח טף מלא,ברקודים חדשים,מסמן בפועל,Groceries
7290013464248.0,סולגר,סולגר,SUPHERB MAGNES CI.B6 BDZ,ברקודים חדשים,,Groceries
7290013464316.0,סולגר,סולגר,SUPHERB Q-10 100 CAP  BDZ,ברקודים חדשים,,Groceries
7290013464859.0,סולגר,סולגר,SUPHERB IRON KID      BDZ,ברקודים חדשים,,Groceries
7290013464897.0,סולגר,סולגר,SUPHERB OMEGA D3 9 MONTHS,ברקודים חדשים,,Groceries
7290013465009.0,סולגר,סולגר,SUPHERB BIO BLIS TAB (30),ברקודים חדשים,,Groceries
7290013465061.0,סולגר,סולגר,SUPHERB VIT.B-12 1000 BDZ,ברקודים חדשים,,Groceries
7290013465184.0,סולגר,סולגר,SUPHERB SPIRUL.600MG  BDZ,ברקודים חדשים,,Groceries
7290013465702.0,סולגר,סולגר,SUPHERB PHYTO FEMAL   BDZ,ברקודים חדשים,,Groceries
7290013465795.0,סולגר,סולגר,SUPHERB BIOTIC        BDZ,ברקודים חדשים,,Groceries
7290013465801.0,סולגר,סולגר,SUPHERB BIOTIKID      BDZ,ברקודים חדשים,,Groceries
7290013474155.0,יוניליוור,בייגל בייגל,מאגדת דגדג 240 גר,ברקודים חדשים,מסמן בפועל,Groceries
7290013474377.0,יוניליוור,בייגל בייגל,בייגלה דקים  מלח 300 גר,ברקודים חדשים,מסמן בפועל,Groceries
7290013474384.0,יוניליוור,בייגל בייגל,בייגלה דקים  שמנת בצל 300 גר,ברקודים חדשים,מסמן בפועל,Dairy
7290013474421.0,יוניליוור,בייגל בייגל,בייגלה דקים  שמנת בצל 60 גר,ברקודים חדשים,מסמן בפועל,Dairy
7290013474438.0,יוניליוור,בייגל בייגל,בייגלה דקים שומשום קלאסי 300 גר,ברקודים חדשים,מסמן בפועל,Groceries
7290013521095.0,מאיר בייגל,השדה,בייגלה אורגני ללא תוספת מלח 200 גרם,ברקודים חדשים,,Groceries
7290013521163.0,פרח,השדה,מיני פרכיות חצי מצופות,ברקודים חדשים,,Groceries
7290013521422.0,סנקי,השדה,"סוכר קנים אורגני 1 ק""ג בקופסא",ברקודים חדשים,,Groceries
7290013525253.0,סלטי שמיר,סלטי שמיר,המנה שלי טחינה מיוחדת 160גרם,ברקודים חדשים,,Pantry
7290013525260.0,סלטי שמיר,סלטי שמיר,המנה שלי חציל במיונז 160גרם,ברקודים חדשים,,Pantry
7290013525543.0,סלטי שמיר,סלטי שמיר,"חומוס מזרחי 1ק""ג",ברקודים חדשים,,Groceries
7290013525710.0,סלטי שמיר,סלטי שמיר,המנה שלי חומוס עם טחינה 160גרם,ברקודים חדשים,,Pantry
7290013525741.0,סלטי שמיר,סלטי שמיר,המנה שלי חומוס עם חריף 160גרם,ברקודים חדשים,,Groceries
7290013525789.0,סלטי שמיר,סלטי שמיר,אריסה מרוקאית 150גרם,ברקודים חדשים,,Groceries
7290013525802.0,סלטי שמיר,סלטי שמיר,סחוג אדום 150גרם,ברקודים חדשים,,Groceries
7290013525819.0,סלטי שמיר,סלטי שמיר,שום כתוש 150גרם,ברקודים חדשים,,Groceries
7290013534057.0,מיה מוצרי מזון,מיה מוצרי מזון,צ'יפס בטטה 100גרם,ברקודים חדשים,מסמן על אריזות,Groceries
7290013538543.0,המברשת רוחמה,המברשת רוחמה,מברשת אבק סיב קצר 222,ברקודים חדשים,,Groceries
7290013538550.0,המברשת רוחמה,המברשת רוחמה,מברשת שטיחים 525,ברקודים חדשים,,Groceries
7290013538567.0,המברשת רוחמה,המברשת רוחמה,"מטאטא אולמות עץ 40 ס""מ",ברקודים חדשים,,Groceries
7290013538581.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש פלסטיק 30 ס""מ",ברקודים חדשים,,Groceries
7290013566744.0,אסם,אסם,חמשושים ללא כוסית סוכר בדצ36*55ג,ברקודים חדשים,,Groceries
7290013566867.0,אסם,אסם,חמשושים מאגדת ללא כוסית בדצ8 4*55ג,ברקודים חדשים,,Groceries
7290013584113.0,החברה המרכזית,קוקה קולה,"סליק ספרייט 330 מ""ל",ברקודים חדשים,,Groceries
7290013584113.0,החברה המרכזית,קוקה קולה,"סליק ספרייט 330 מ""ל מבצע",ברקודים חדשים,,Groceries
7290013584144.0,החברה המרכזית,קוקה קולה,"ספרייט 500 מ""ל",ברקודים חדשים,,Groceries
7290013584151.0,החברה המרכזית,קוקה קולה,"ספרייט קלאסי 350 מ""ל",ברקודים חדשים,,Groceries
7290013584175.0,החברה המרכזית,קוקה קולה,ספרייט שישיות 1.5 ליטר,ברקודים חדשים,,Groceries
7290013584182.0,החברה המרכזית,קוקה קולה,ספרייט 1.5 ליטר,ברקודים חדשים,,Groceries
7290013584359.0,מבשלות בירה ישראליות,פריגת,תפוזים בק' פט 1.5*6 קרטון-מגזר ערבי,ברקודים חדשים,,Vegetables
7290013584816.0,מבשלות בירה ישראליות,פריגת,"לימון נענע בק' פט 1.5 12 קרטון-כשל""פ",ברקודים חדשים,,Groceries
7290013584816.0,מבשלות בירה ישראליות,פריגת,לימון נענע בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013585233.0,החברה המרכזית,קוקה קולה,"סליק ספרייט ZERO 330 מ""ל",ברקודים חדשים,,Groceries
7290013585233.0,החברה המרכזית,קוקה קולה,"סליק ספרייט זירו 330 מ""ל מבצע",ברקודים חדשים,,Groceries
7290013585240.0,החברה המרכזית,קוקה קולה,ZERO ספרייט 1.5 ליטר,ברקודים חדשים,,Groceries
7290013585257.0,החברה המרכזית,קוקה קולה,"ZERO ספרייט 500 מ""ל",ברקודים חדשים,,Groceries
7290013585264.0,החברה המרכזית,קוקה קולה,"ספרייט ZERO קלאסי 350 מ""ל",ברקודים חדשים,,Groceries
7290013585271.0,החברה המרכזית,קוקה קולה,ZERO ספרייט שישיות 1.5 ליטר,ברקודים חדשים,,Groceries
7290013585325.0,החברה המרכזית,קוקה קולה,קולה קולה שישיות - 2 ליטר,ברקודים חדשים,,Beverages
7290013585325.0,החברה המרכזית,קוקה קולה,קוקה קולה שישיות-2 ל' שרינק,ברקודים חדשים,,Beverages
7290013585356.0,החברה המרכזית,קוקה קולה,FUZE tea פירות יער 1.5 ליטר,ברקודים חדשים,,Groceries
7290013585363.0,החברה המרכזית,קוקה קולה,FUZE tea פירות יער 0.5 ליטר,ברקודים חדשים,,Groceries
7290013585387.0,החברה המרכזית,קוקה קולה,ZERO תריסר 1 ליטר,ברקודים חדשים,,Groceries
7290013585394.0,החברה המרכזית,קוקה קולה,קוקה קולה 1 ליטר תריסר,ברקודים חדשים,,Beverages
7290013585424.0,מבשלות בירה ישראליות,פריגת,תמר הינדי בק' פט 1.5*6 קרטון-מגזר ערבי,ברקודים חדשים,,Vegetables
7290013585462.0,החברה המרכזית,קוקה קולה,קולה ZERO שישיות - 2 ליטר,ברקודים חדשים,,Beverages
7290013585462.0,החברה המרכזית,קוקה קולה,קולה ZERO שישיות-2 ל' שרינק,ברקודים חדשים,,Beverages
7290013585486.0,מבשלות בירה ישראליות,פריגת,לימון נענע בק' פט 1.5*6 קרטון-מגזר ערבי,ברקודים חדשים,,Vegetables
7290013585493.0,מבשלות בירה ישראליות,פריגת,אננס פסיפלורה בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013585509.0,מבשלות בירה ישראליות,פריגת,אפרסק בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Pantry
7290013585554.0,החברה המרכזית,קוקה קולה,קינלי סודה שישייה 1.5 ליטר,ברקודים חדשים,,Beverages
7290013585585.0,מבשלות בירה ישראליות,פריגת,רימונים בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013585851.0,מבשלות בירה ישראליות,פריגת,תפוז מנדרינה בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013585851.0,מבשלות בירה ישראליות,פריגת,"תפוז מנדרינה בק' פט 1.5 12 קרטון-כשל""פ",ברקודים חדשים,,Groceries
7290013585899.0,מבשלות בירה ישראליות,פריגת,"ויסוצקי לימונית לואיזה בק' 350 24-כשל""פ",ברקודים חדשים,,Groceries
7290013585899.0,מבשלות בירה ישראליות,פריגת,ויסוצקי לימונית לואיזה בק' 350 24 מגש,ברקודים חדשים,,Groceries
7290013585967.0,החברה המרכזית,קוקה קולה,מארז ספרייט ZERO 6 פח FRIDGE-PACK,ברקודים חדשים,,Groceries
7290013585967.0,החברה המרכזית,קוקה קולה,ספרייט ZERO 6 פח FRIDGE-PACK מבצע,ברקודים חדשים,,Groceries
7290013586117.0,החברה המרכזית,קוקה קולה,מארז ספרייט 6 פח FRIDGE-PACK,ברקודים חדשים,,Groceries
7290013586117.0,החברה המרכזית,קוקה קולה,ספרייט 6 פח FRIDGE Pack מבצע,ברקודים חדשים,,Groceries
7290013586285.0,מבשלות בירה ישראליות,פריגת,"ויסוצקי נענע בק' 350 24 מגש-כשל""פ",ברקודים חדשים,,Groceries
7290013586285.0,מבשלות בירה ישראליות,פריגת,ויסוצקי נענע בק' 350 24 מגש,ברקודים חדשים,,Groceries
